DOCNUMBER,NOME,DATA,CPF,SALARIO
1946,Jacquiline Asuncion,05/20/1994,56726398018,2362283.64
1947,Antoinette Burrell,06/21/2012,49695029353,3261390.6
1948,Robert Chisolm,01/04/2007,76489249430,2044613.58
1949,Michael Raney,12/04/2013,20002797755,3915730.26
1950,Christopher Wood,12/08/2021,05602684166,3792486.9
1951,Kevin Hollins,06/08/2003,92836275804,3051846.49
1952,Ann Acoff,04/29/2000,21528664442,1065697.57
1953,Charles Bash,01/12/2008,44365476718,2260181.32
1954,Garrett Cahill,11/16/2011,51570522863,4104428.06
1955,Penny Martinez,05/28/2009,27774370099,2781867.94
1956,Katherine Sosebee,11/03/2007,02798761069,1080661.25
1957,Donald Powers,07/28/2011,20499841620,3515916.79
1958,Lee Bullock,08/28/1996,00630541400,4027497.27
1959,Natalie Towne,09/07/2004,28988336224,4494905.62
1960,Rhonda Reynolds,02/09/1996,69242369527,4901970.43
1961,Kathryn Messina,01/01/2005,16036171323,3608112.55
